,chatID,personType,personID,createdAt,plainText,language
25108,W27267228fb6y,user,R35340923a02m,2021-05-03 17:38:41,활동경고가 뭐지?,kor
25110,S43505509091g,user,Ub124512908es,2021-05-04 09:15:18,"안녕하세요, 세종캠퍼스 교수학습지원센터 김다정입니다! 이른아침에 죄송합니다ㅜㅜ",kor
25138,E8848998909cu,user,Ld950736a9fah,2021-05-04 10:01:11,안녕하세요,kor
25157,I4562346909cp,user,S3e75514909ch,2021-05-04 10:02:04,안녕하세요 조교ID 신청관련 문의드립니다,kor
25160,Q5d4217990a3a,user,Bc54076522bdw,2021-05-04 10:31:43,안녕하세요. 제가 zoom으로 수업을 하고 있는데 3월 출석 report자료 다운을 받아 놓지 못해서요ㅠㅠ,kor
25173,J4a6296890a4k,user,Zd1383263f3ex,2021-05-04 10:33:54,블보 화면이 꽉차서 메뉴가 안 보이는데 어떻게 해결해야 하나요?,kor
25179,N535782390a8d,user,L741218190a8j,2021-05-04 10:52:43,"안녕하세요! 지금 후배들이 학교 메일을 어떻게 만드는 지 질문하는데, 저는 만든 지 너무 오래되어서 기억이 안나서 여쭤봅니다! ㅜㅜ",kor
25188,U4d4433790abz,user,E1d489444e21k,2021-05-04 11:03:23,"안녕하세요. 블랙보드 과제업로드와 관련한 질문입니다. 블랙보드 과제 제출공지와, Due date를 밤 11시로 설정하였습니다. 학생은 분명히 11시 이전에 업로드 하였다고 하는데, 제출 시간은 새벽 1시 30분으로 뜹니다. 인터넷 상 문제로 제출이 늦어질 수 있는 것인가요? 최초로 제출한 시간을 확인할 수 있는 방법이 있을까요? 두서없는 질문 죄송합니다.",kor
25197,B753656690b2v,user,L741218190a8j,2021-05-04 11:34:53,"신입생에게 SPSS 설치하도록 안내했는데, -5001 error 가 떴습니다! 어떻게 해결하나요? ㅠㅠ",kor
25203,J451711390c1j,user,Wf8463774ca2h,2021-05-04 12:38:04,안녕하세요! 식물병리학 수업을 수강중인데 제 수업 진도율이 0으로 떴다고 하여서 이유를 여쭙고자 상담드립니다.,kor
25207,Ye81433590d3v,user,Vce397113f70g,2021-05-04 13:53:29,락다운 브라우저는 언제쯤 정상화되는지 알려주시면 감사하겠습니다.,kor
25247,Qde3023090d3y,user,Je31616048b5p,2021-05-04 13:53:49,"선생님, 안녕하세요. 강의 시 동영상 업로드 관련 질문이 있어 문의 드립니다. 제가 PPT에 슬라이드쇼녹화를 거쳐 음성을 덧입히고 비디오로 내보내서 영상 파일을 만들었는데요, 이 파일이 블랙보드 게시판에 제대로 업로드가 되지 않습니다. 이번 학기 초에는 됐었는데, 최근에는 안 되더라고요. 다른 선생님은 같은 방식으로 제작한 동영상이 업로드 된다고 하고요. 왜 이런 문제가 발생하는지, 어떻게 해결할 수 있는지 여쭙고 싶습니다. 현재로서는 학생들에게 PPT 파일을 그대로 올려 공유하는 방식으로 수업을 진행을 하고 있습니다.",kor
25254,V329437290d6m,user,Pb9489166d61d,2021-05-04 14:07:16,안녕하세요 수업 녹화 강의를 업로드할려고 하는데 용량이 초과한다는 메세지가 계속 뜹니다,kor
25270,Hf92015790d8h,user,Te12962844b5u,2021-05-04 14:16:04,"안녕하세요, 211R 디자인과 발상과목을 김현 교수님과 공동강의로 진행하고 있는 이승미입니다.",kor
25300,M39559459119y,user,Q4f105419117p,2021-05-04 18:55:01,otp가 안따요,kor
25311,C61177919124i,user,V7e10921411fy,2021-05-04 19:38:57,중간평가 결과를 어디에서 확인하나요?,kor
25314,Ie4372449206e,user,E893707836fdy,2021-05-05 11:43:24,강의 녹화본을 블랙보드에 올리고 싶은데 안 올라갑니다. Action not complete: Adding the selected content to the specified folder causes the folder to exceed its quota. 이런 결과가 나오면 용량이 다 찼다는 건가요? 지금까지 녹화본 3개만 올렸는데요ㅜㅜ,kor
25320,F74666449209y,user,Q0d116379208x,2021-05-05 11:56:17,블랙보드만 비밀번호를 변경하고 싶은데 어떻게 가능할까요? 찾아봐도 없어서 질문드려요ㅜㅜ,kor
25325,N15836689348q,user,Ic9449234caap,2021-05-06 10:37:06,"안녕하세요. 저는 교양교육원 강의를 맡고 있는 김태희라고 합니다. 줌 리코딩 영상과 관련해서 문의드립니다. 오늘 4시에 영상을 삭제하신다고 들었는데요, 제가 오늘 3시 30분-4시 45분, 5시-6시15분 수업이 있습니다. 이 두 수업을 클라우드 녹화로 진행해도 파일은 문제없이 저장되어 있는 것인지 확인하고 싶습니다. 즉 삭제가 진행되는 동안 클라우드에 저장되는 파일들은 문제 없이 저장이 되는 것인지 궁금합니다.",kor
25329,Z75403959359o,user,Ka1196304c4ee,2021-05-06 11:48:54,블랙보드 계정의 설정된 이메일을 변경하고 싶어요,kor
25334,F65647189373k,user,R35340923a02m,2021-05-06 13:39:38,성적관리센터 노란 점수박스,kor
25345,W9e656649375d,user,R63211527641l,2021-05-06 13:49:10,"안녕하세요, 선생님! 세종캠퍼스 교수학습지원센터 김다정입니다!",kor
25367,I8443312937dk,user,Uf9301022b57a,2021-05-06 14:23:16,"블랙보드에 학생들이 제출한 시험지에 대해 점수와 피드백을 파일로 첨부하였는데, 학생들이 더이상 access가 안된다고 하는데, 이럴 경우에는 교수자가 설정한 due date을 변경하면 문제가 해결될까요?",kor
25380,H5e45833938dx,user,P7e411552fabj,2021-05-06 15:33:00,법정의무교육인 인권과 성평등 교육 동영상 시청 여부에 관해서 여쭤보고 싶습니다,kor
25392,K14685559391g,user,Q82325693c66h,2021-05-06 15:49:16,zoom 접속이 연결중... 이라고만 뜨고 접속이 안됩니다,kor
25421,Zb74969293a4g,user,E893707836fdy,2021-05-06 17:08:41,"바쁘신데 또 질문해서 죄송합니다. 알려주신대로 강의 녹화본을 구글 드라이브로 올리고 링크 걸었는데, 학생이 그걸 클릭하니 엑세스 권할 필요라고 뜬대요",kor
25442,Z218315493ael,user,V7e10921411fy,2021-05-06 17:53:13,"블랙보드에서 학생들의 과제를 검사할 때, '문서를 인라인으로 렌더링 할 수 없음'이라는 메시지가 뜹니다. 이 경우는 어떤 경우일까요?",kor
25445,N184955793b4c,user,Cc36058493b4r,2021-05-06 18:19:42,피드백,kor
25447,K541681993c1e,user,I591330893bfs,2021-05-06 19:16:22,대강당 한국일보홀은 어떻게 대관하나요?,kor
25450,J4a736019484n,user,Xcc303484c5cl,2021-05-07 09:06:59,"3주쯤 전 블랙보드 로그인 화면에 공지사항 제거에 관해 문의드렸습니다. 상담을 [건의, 제언]으로 옮겨 담당자에게 전달하겠다고 하셨는데 결과에 관한 회신이 없어 다시 채팅드립니다. 초기화면 공지 제거에 관한 건의에 대한 담당자의 답변을 전달해주셨으면 좋겠습니다.",kor
25458,Kfe786079488t,user,V50490474c5ay,2021-05-07 09:24:04,"안녕하세요, 녹화강의 중 학생이 출석체크가 안 되었다고 합니다. 확인할 수 있는 방법 안내 부탁드립니다. 일전에 알려주신 구글 폼은 이제 활성화가 안 되는 것 같습니다.",kor
25476,R4f16630948es,user,Eed83535948dj,2021-05-07 09:48:12,"학생증 발급 받았는데 건물 출입할 때 등록되지 않은 사용자라고 나옵니다.
학생증 건물 출입신청 하는 방법 알려주세요.",kor
25480,Jfd27203949cs,user,M5366134aa40y,2021-05-07 10:48:09,사진과 탈근대사회 학생 화면,kor
25497,R046747794a9w,user,U9e2536035b6i,2021-05-07 11:44:58,"안녕하세요? 글쓰기 수업을 담당하는 강사입니다. 다름이 아니오라, 블랙보드로 과제를 제출하게 하고, 제출받은 과제를 제가 피드백을 주고 있습니다. hwp파일 같은 경우는 블랙보드 자체에서 피드백이 불가하여, 피드백란에 파일을 첨부해 학생들에게 제공하고 있습니다. 그런데 문제는 학생들이 이 파일을 다운로드 받지 못한다고 하더군요. 저는 이것을 '성적상세보기'를 통해 다운로드 받을 수 있는 것으로 보아 첨부된 것은 분명한데, 어떻게 하면 학생들이 첨부된 피드백 파일을 다운로드 받을 수 있을까요? 제가 학생들의 화면을 알 수 없어 이렇게 요청을 드립니다.",kor
25524,Jf25322394bac,user,D76402604235y,2021-05-07 12:56:16,안녕하세요,kor
25527,Nf82600794bbz,user,Bcc18665a2c4u,2021-05-07 13:00:21,안녕하세요. 제가 녹화영상을 과제및시험에 올렸는데 학생들이 영상 출석을 완료했는지 확인할 수 있는 방법이 있을까요? 아니면 제가 잘못 위치를 선정해 올린 것인지 궁금합니다. 미리 감사드립니다.,kor
25531,Gd31172394c0y,user,H9f69111a892g,2021-05-07 13:23:01,"안녕하세요, 미디어학입문 튜터를 맡고 있는 반순웅이라고 합니다. 저희가 Kaltura Media Gallery에 영상을 올린 후 이를 embed하는 방식으로 강의 자료를 업로드하고 있는데요",kor
25537,V787361594c3g,user,U9e2536035b6i,2021-05-07 13:37:01,네 좋은 주말 보내세요! :),kor
25538,M069388794c4l,user,Yc93314194c3k,2021-05-07 13:38:36,안녕하세요 블랙보드 페이지가 맥OS에서 '코스' 배너와 '커뮤니티'배너가 뜨지 않고 흰색 공백으로만 남아있어 해결방법을 알고자 하여 문의드립니다,kor
25547,Ca47238594c6l,user,Gff9456031c7d,2021-05-07 13:47:27,"안녕하세요, 중간고사를 비대면으로 실시하였는데, 블랙보드를 통해 채점 결과를 학생들에게 개별로 공지하고 싶습니다. 방법이 있을까요?",kor
25553,W9f8525194cbh,user,Ufa401074819l,2021-05-07 14:09:31,블랙보드 [활동 스트림]에서 쭉 밑으로 내리니깐 2021년 4월6일에서 갑자기 2020년 12월달로 넘어갑니다,kor
25561,V257567894d2v,user,Pd8676354c53i,2021-05-07 14:39:59,안녕하세요.,kor
25565,Ga02847794eey,user,Qd4393884c47k,2021-05-07 16:37:48,안녕하세요 온라인 강의를 진행하는 도중 문의드릴것이 있어 연락드립니다.,kor
25588,G7d4928094f0s,user,C6172631ad16w,2021-05-07 16:45:31,안녕하세요 연구 윤리 교육은 어디서 수강할 수 있을까요?,kor
25594,J774283694fec,user,Q2c707353da7r,2021-05-07 17:44:51,영상을 올렸는데 영상이 계속 늘어져서 재생이 되어요. 원래 영상은 정상이에요,kor
25614,Ef0202269501h,user,B464202594fey,2021-05-07 17:58:04,참고: 오류 ID는 2100d3ab-c09b-422f-b4c9-daa65d7ce11a,kor
25618,Z8d635819509l,user,N7a6861852d1z,2021-05-07 18:32:42,ㅇㅗㅐ ㄷㅐㅎㅗㅏㄱㅏ ㅇㅏㄴㄷㅗㅐ,kor
25625,Jce24822950bw,user,W3560068a8e9k,2021-05-07 18:42:25,이 메시지를 어떻게 확인하나요?,kor
25631,Xb6614659881o,user,W82794584c9fx,2021-05-10 09:41:13,강의에 필요한 동영상 파일을 올리고 싶은데 어디에 올리면 되나요,kor
25640,P0f383889885u,user,Za5234303b43k,2021-05-10 09:59:29,줌 리로스사용불가능 버그,kor
25643,Uc635972988fy,user,V2c97400988fy,2021-05-10 10:41:12,네넵~,kor
25645,Ucc882679890f,user,Ncb26213a894m,2021-05-10 10:48:47,"안녕하세요, 줌 접속 시간 기록에 대해 궁금한 점이 있어서 문의 남깁니다! 줌 수업을 듣다가 중간에 튕겨져 나간 후에 다시 접속하면, 기록에 제가 접속을 시작한 시간이 튕긴 이후 다시 재접속 시간으로 기록이 남나요? 예를 들어서 제가 9시에 첫 접속을 했지만 9시 15분에 튕겨 나가 9시 17분에 다시 접속을 했다면 제가 접속한 시간은 9시부터 기록되는 건가요, 9시 17분부터 기록이 되는 건가요?",kor
25648,Taf8875098a1s,user,Ad9267823d0dm,2021-05-10 11:59:00,zoom이용시 sso로그인이 해제가되어서 다시하려는데 학교 도메인을 입력하면 계속 에러 페이지만 나오고 더이상진행이 안됩니다,kor
25657,Hc26615798beq,user,F4d540904c93h,2021-05-28 13:59:57,제가 조교수업을 진행할 예정인데 조교수업을 콜라보 기능을 이용해 녹화한후 녹화본을 업로드할수있나요?,kor
25660,Vda4753198c4s,user,Qd4567904c61j,2021-05-10 14:29:29,교수님이 올려주신 강의자료가 안보여요,kor
25667,U527880798d1z,user,N1c20088a8dak,2021-05-10 15:25:47,ㅇ,kor
25679,Y4f5362198ecy,user,Vd42510339acj,2021-05-10 17:20:14,안녕하세요 고려대학교 세종캠퍼스 재학중인 전자기계융합공학부 2021271158 조현준입니다.다름이 아니오라 기초공업수학 출결오류가 있는듯 하여 조교수님에게 문의하였는데 블랙보드 운영팀에게서 오류 인정 또는 증빙 자료를 가져와야한다하여 연락드립니다.,kor
25705,Wc1198159914x,user,Q59975824f12n,2021-05-10 20:07:54,줌에서는 정상인데 콜라보에서는 화면이 거꾸로 작동하는 상황,kor
25707,E9c31404994aw,user,Ud7634092a43q,2021-05-10 23:59:57,유주선 교수님 상법 03 분반 수업 2018120329 신채린 0503 수업 출석 현황 확인 부탁드립니다.,kor
25710,C451816899ccj,user,Od4660444c69f,2021-05-11 09:16:00,안녕하세요. 락다운 브라우저 통한 시험에 대해 문의하려고 합니다.,kor
25720,Na06250299d1i,user,Y3677485a9edr,2021-05-11 09:38:04,안녕하세요. zoom 접속이 되지 않는데요,kor
25733,Wfd1410199d7n,user,K5a24008472aa,2021-05-11 10:00:09,"안녕하세요, 정신재활 수업 조교입니다. 학생들로 하여금 직접 영상을 올리고, 그 영상을 모든 학생들이 볼 수 있게끔 설정하고자 하는데, 방법이 있을지 여쭤봅니다",kor
25738,Q035500999dfq,user,G65815283d8ck,2021-05-11 10:38:08,Zoom 실행이,kor
25743,Eb44913299e3i,user,M56352754897r,2021-05-11 10:51:12,안녕하세요! 수업조교입니다. 동영상을 누르면 API request fail이라고 나타나는데 무엇이 문제일까요?,kor
25747,H3d5901499f3o,user,Vd42510339acj,2021-05-11 11:59:42,안녕하세요 고려대학교 세종캠퍼스 재학중인 전자기계융합공학부 2021271158 조현준입니다.다름이 아니오라 기초공업수학 출결오류가 있는듯 하여 조교수님에게 문의하였는데 블랙보드 운영팀에게서 오류 인정 또는 증빙 자료를 가져와야한다하여 연락드립니다.,kor
25752,P3f554849a09d,user,R63211527641l,2021-05-11 13:33:25,안녕하세요! 세종캠퍼스 교수학습지원센터 김다정입니다!,kor
25790,Idd329379a0bj,user,Yfc447773da8e,2021-05-11 13:45:03,Collaborate에서 마이크 기능 미리 테스트해볼 수 있나요?,kor
25794,C9c870559a0dy,user,Faa18222bf8av,2021-05-13 18:03:26,녹화된 강의,kor
25801,We2435779a0fu,user,Q1599167a8fcc,2021-05-11 13:59:53,KUve가 안들어가지는데 어떡해야하나요?,kor
25823,Ua5523689a20c,user,Cdf781984c90x,2021-05-11 15:12:45,안녕하세요 혹시 시험 탭에 업로드한 시험 파일을 pdf나 다른 파일 형식으로 컴퓨터에 저장할 수 있는지 궁금하여 문의드립니다.,kor
25842,Y40445519a33g,user,U3416875987be,2021-05-11 16:35:25,블랙보드 담당자 연락처 알려주세요.,kor
25877,Dc2367039a37k,user,Pf3870814b91d,2021-05-11 16:49:43,왼쪽 탭이 안눌러져요,kor
25887,E24616099a74r,user,T273990497cbj,2021-05-11 21:11:26,안녕하세요 어제 아침 미생물 병리학 수업에 줌이 계속 연결이 되지 않아서 접속을 할 수가 없었는데 무슨 일이 있었던 것인가요?? 블랙보드 접속부터 해서 계속 서버가 튕겼었네요😭,kor
25895,Qae440759b2fk,user,D9270175a8e1q,2021-05-12 10:29:11,줌링크가 계속 접속이 안 됩니다,kor
25902,Gee611819b31n,user,N1c802763a27d,2021-05-12 10:37:18,ZOOM을 클릭한 후 Rich LTI에서 무한로딩이 되고 안넘어가집니다...,kor
25934,Hca897429b32m,user,J4f173044d88m,2021-05-12 10:43:14,"안녕하세요, 최근들어 저희 교수님이 수업 줌 링크에 문제가 생겨 접속이 되지 않는다고 하십니다. 확인 결과 학생들은 정상적으로 접속이 되는데 교수님만 되지 않는 것 같습니다. 원인이 뭘까요? 수업 세팅은 학기초에 설정한것과 다르지 않습니다.",kor
25958,W54777589b3dn,user,Je2668362b97y,2021-05-12 11:31:21,"안녕하세요 녹화강의 수업을 듣고있는데요, 학습종료 버튼이 뜨지 않아서 연락 드렸어요 ㅠ ㅠ 같은 과목을 수강하는 학우분은 학습종료버튼이 뜨는데, 저만 뜨지 않아서요 ㅠ ㅠ단순한 오류인건지 궁금합니다.",kor
25989,Hc7777739b40j,user,Yf473530ea93c,2021-05-12 11:41:25,과제를 다시 내고싶은데 어떻게 해야할지 잘 모르겠습니다.,kor
25992,Q70702319b7cl,user,W673834430a2v,2021-05-12 15:57:53,안녕하세요,kor
26087,Z86804719bdbk,user,Qcd326814c49i,2021-05-12 22:41:43,출석을 확인하는 방법,kor
26090,Gd6820819c6el,user,Pf8449034878w,2021-05-13 09:09:26,안녕하세요?,kor
26102,M6b398249c83w,user,K5a24008472aa,2021-05-13 10:41:24,"안녕하세요, 정신재활 수업조교입니다. 대부분의 파일들을 삭제했음에도 여전히 action not complete: adding the selected content to the specified folder causes the folder to exceed its quota 라고 나옵니다. 6GB가 최대한도이지만, 대부분 파일을 삭제하고 구글 링크만 올렸는데 혹시 제가 놓친 부분이 있는걸까요?",kor
26105,Ra5900699c8du,user,Mb5523974c3bl,2021-05-13 11:21:51,안녕하세요. 상담심리교육전공 2019421130 박솔지 입니다. 과목 학습심리학 11주차 강의가 여러방법으로 강의를 시청했는데 계속  F처리가 됩니다. 강의 출석 확인 링크 보내주시기 부탁드립니다.,kor
26119,N5f918549ca1f,user,Mb5523974c3bl,2021-05-13 12:50:17,네ㅠ 알겠습니다ㅠㅠ,kor
26122,J04953879ca3q,user,Sad823444a5aa,2021-05-13 12:58:48,"안녕하세요, 유튜브 출석영상의 출석 인정이 누락되는 일이 자꾸 발생하여 문의드립니다. 매뉴얼을 그대로 따랐음에도 몇 주 째 출석 인정이 몇 초만 되거나, 아예 되지 않는 상황이 반복되고 있습니다. 혹시 매뉴얼에 나온 것 이외에 추가적으로 숙지해야 할 사항이 있나요?",kor
26132,G9f871729cc7w,user,Ufe84515455am,2021-05-13 15:32:00,강의 시 소리가 들리지 않습니다,kor
26136,Sdf673349cdfu,user,L35179193df3u,2021-05-13 17:11:30,수업시간에 콜라보레이트로 발표자 피피티 공유하는 법 알려주세요!ㅎㅎ,kor
26152,Ec9501459d16d,user,H795225739c2y,2021-05-13 21:06:18,"문자로 만발잘부 대핵생활진로가이드 수강하였으나 시스템오류로 출석현황에 F로 되어있으며 이 문자를 받으신분은 T라고 왔었는데 1,2편 다 인정되는건지 궁금해서 여쭈어봅니다!",kor
26155,N4a666919d17l,user,N2e547813d8cn,2021-05-26 10:37:20,영상 봤는데 영상 출석이 안 돼있어요,kor
26158,H88511469d36x,user,O2763266a9ecj,2021-05-13 23:24:46,"안녕하세요. 저번에 블랙보드에서 시험 관련 문제 때문에 (시험에서 제출하기 버튼이 안 눌리는 점) 한번 문의 드렸었는데, 곧 또 블랙보드에서 시험 볼 예정이라 문제가 해결 되었는지 궁금해서 여쭤봅니다.",kor
26177,Of4732849dccd,user,H5e429284c97y,2021-05-14 10:05:51,출석이 f가 떠서 전에 문의드렸는데 처리되는데 3주 걸리다고 하셔서요. 3주 지났는데도 f가 뜹니다.,kor
26192,Z36409659dd3f,user,F2a65755a8e4z,2021-05-17 09:04:27,콜라보레이트 연결이 안됩니다...!,kor
26202,U53443449de0g,user,Pf8449034878w,2021-05-14 11:31:01,안녕하세요?,kor
26219,F45468919e09y,user,Q6e963819e09e,2021-05-14 14:24:48,"교류학생 등록방법,,,여쭤봅니다,,,",kor
26228,C70146519e0fi,user,P3d47643a894w,2021-05-14 14:51:20,네 한국어 가능합니다!,kor
26247,A2c887349e1er,user,Cc5939624b98s,2021-05-14 15:51:44,지금 블랙보드 콜라보로 교수님과 조별토의 중인데,kor
26275,U22924479e2ap,user,L55458399e2ac,2021-05-14 16:46:32,녹화강의를 제대로 들었는데도 출석 현황에 3초 들었다고 나오는데 왜 그런건가요,kor
26292,Fa6891109e37f,user,V6857197ec0as,2021-05-14 17:40:38,왜 강의 클릭 화면이 안 나타나지?,kor
26295,Za775090a0a6b,user,V65947994cf4z,2021-05-16 13:56:57,수업듣기시러,kor
26300,J1595916a1a5a,user,J4d374544bc0s,2021-05-17 08:08:09,"안녕하세요 블랙보드에 교수님께서 올려주신 줌링크로 입장을 하면 이름 변경이 불가한 상태로 바로 입장이 됩니다. 그런데 교수님께서 이제부터 특정 이름으로 변경하여야만 입장을 시켜 주신다고 하여 줌 링크를 타고 입장할때, 입장 전 이름 변경을 할 수 있는 방법이 있는지 문의드립니다.",kor
26313,Hb537787a1aew,user,Re835564d5a7p,2021-05-17 08:55:46,블랙보드 연결이 안되요 ㅠㅠㅠ,kor
26322,F7010102a1b0s,user,Ycb735223b4cp,2021-05-17 08:55:11,"모바일에서는 collaborate이 보이는데, 컴퓨터에서는 collaborate 탭 자체가 안보입니다",kor
26325,C8f35917a1b4n,user,L2e966564dd4b,2021-05-17 09:08:50,"지금 콜라보레이트가 접속장애중이라 수업진행이 늦어지고 있는데, 혹시 언제 복구될까요?",kor
26329,U4443933a1c7i,user,X1f470783bb0v,2021-05-17 10:32:47,"안녕하세요
211R [서울-학부]초기미국문학(EARLY AMERICAN LITERATURE)
수업을 들어야하는데, 로그인은 되지만 블랙보드 참여가 안됩니다",kor
26338,C5263301a1d6h,user,Z11202134b01l,2021-05-17 11:37:46,락다운 브라우저를 통해 퀴즈 시험을 보는 도중 매번 퀴즈에서 튕기는 현상은 왜 그러는걸까요? 그리고 어떻게 해결해야할까요?,kor
26340,C9a33436a1dez,user,Xfa465773b13j,2021-05-17 12:11:14,팀프로젝트에서 제가 다른 그룹으로 잘못들어갔는데 나갈 수 있는 방법을 모르겠습니다.,kor
26355,Ycf81020a1eez,user,Cc0477393c29y,2021-05-17 13:16:24,"가끔 블랙보드에서 코스 들어가면 메인화면(과제제출, 강의계획서 등등 메뉴버튼 나오는 화면) 안나오고 공지사항만 나와서 과제 제출을 못하겠는데 어떻게 해야 해당 과목 메인화면으로 들어갈수있나요?ㅠㅠ",kor
26359,Le528153a1f2b,user,Yc748857a1f1g,2021-05-17 13:38:44,안녕하세요. 교양중국어1(10분반)을 담당하고 있는 최수경입니다. 지금까지 블랙보드로 온라인시험을 본적이 없는데 단어시험을 한번 온라인으로 시도해볼까 싶어서 들어가보니 많이 어렵네요. 몇 가지만 질문드리겠습니다.  객관식(단일정담)이 영어로 multiple choice가 맞나요(저희 수업은 블랙보드에서 영어로만 설정되어 있어서요.. 매뉴얼의 한국어판과는 순서가 다릅니다),kor
26369,L2270253a1f6l,user,S37116694c51y,2021-05-17 13:51:43,안녕하세요.,kor
26400,U0765605a1ffk,user,H78762667bb2z,2021-05-17 14:31:31,산학협력단 R&D 교육 담당자 연락처 부탁드립니다.,kor
26404,Dad75873a200u,user,Qb8367103c55f,2021-05-17 14:34:36,"블랙보드와 연결된 이메일을 변경하려고 하는데, 포털 내 학적사항에서 이메일 부분을 구글에 연결된 고려대학교 이메일로 변경 후 저장하고 재로그인해도 바뀌지 않습니다. 이런 경우에 어떻게 해야 하나요? 소속 대학 행정실에 가서 변경 문의를 해야 하나요?",kor
26413,Va869174a205g,user,Ma241184a205f,2021-05-17 14:58:49,"금일 실시간으로 줌 수업중인데 오전10:30시작해서 2시까지는 전혀 무리가 없다가 2시부터 계속 튕겨나가고 접속이 되지 않거나, 합니다. 혹시 줌의 문제가 있었는지, 정보인프라부 등의 문제가 있었는지 궁금합니다.",kor
26432,Kdd12527a20an,user,J26572534c5ex,2021-05-26 15:33:42,안녕하세요. 콜라보레이트 접속이 되지 않아 문의드립니다,kor
26441,Q8480677a20di,user,X4a73952a20dx,2021-05-17 15:30:31,아까 실시간 줌 관련 튕김관련 문의했던 수업교수자입니다. 안내해주신대로 인터넷기록 삭제하였고 다시 줌 접속 되는 것을 확인했습니다.,kor
26450,Uad78012a211p,user,G8482763c387p,2021-05-17 15:46:28,안녕하세요.,kor
26457,Y8c80684a212n,user,Wbd127434c61n,2021-05-17 15:50:59,zoom 수업 후 녹화된 강의를 블랙보드에 올렸더니 해당 에러가 발생했습니다,kor
26480,Ra316845a21bv,user,Saa533683da0d,2021-05-17 16:31:34,"안녕하세요. 제가 수업 관련하여 조교 권한이 필요해서 조교아이디(TA)가 필요한데, 혹시 어떻게 만드는지 알 수 있을까요?",kor
26483,F6632191a21df,user,S92637383a36l,2021-05-17 16:40:46,블랙보드에서 강의계획서를 들어가면 새로고침이라 계속 뜨는데 혹시 확인해주실수 있을까요?,kor
26486,Zc340091a223b,user,O9b81075a214h,2021-05-17 17:05:01,안녕하세요. 16년도 학부 졸업생(인문대 고고미술사학과/원세진)입니다. 예전에 강의에 올린 저의 발표자료를 찾으려고 블랙보드를 로그인하려는데 로그인이 불가능합니다.,kor
26499,Od871612a224i,user,X0d30445a8ccr,2021-05-17 17:07:44,"녹화영상 시청 후 출석 반영까지 최대 3주가 소모될 수 있습니다. 따라서 조금 더 시간을 가지고 기다려주시면 감사하겠습니다.
문의하신 날로부터 일주일 뒤까지 출석이 반영되지 않을 경우 로그 확인을 위한 절차를 안내해드리겠습니다. 저번에 유투브와 연결된 강의를 수강했으나 출석 인정이 되지 않아서 문의를 드렸더니 다음과 같이 답변해주셨습니다. 일주일이 지나도 반영이 되지 않았는데, 관련 기록 확인이 가능할까요?",kor
26513,Y6942861a2f5q,user,Rfa6912420c4j,2021-05-26 14:07:20,안녕하세뇨,kor
26519,Pcf74059a317v,user,O1965463348ay,2021-05-18 10:26:09,콜라보레이트는 링크가 따로없나요?,kor
26526,V8a22047a31cg,user,K8582515e9abm,2021-05-18 10:45:54,문의사항 있어서 상담드립니다,kor
26538,Od211015a341f,user,A00983416cf1d,2021-05-18 13:24:53,블랙보드 내에서 코스를 누르면 공지사항만 뜨고 강의 듣는 창이 뜨지 않는데 어떻게 해야하나요?,kor
26545,C3090300a345j,user,Wae537054c7fi,2021-05-18 13:41:51,안녕하세요 락다운 브라우저랑 줌 사용해서 비대면 시험 치는 방식 관련해서 문의드릴 것이 있어서요,kor
26554,D4b66536a346h,user,S6e70036cdbfq,2021-05-18 13:47:44,안녕하세요? 이번에 도움을 받아 블랙보드를 통해 한자인증시험을 진행하는 한자한문연구소입니다. 다름이 아니라 시험 접수를 마무리하고 신청한 학생들을 일괄적으로 코스에 등록하고 싶은데 방법을 몰라서 문의 드립니다.,kor
26566,U2827231a360y,user,V1e21766aa0bg,2021-05-18 15:38:14,인권과 성평등교육 이수증 출력에관해 질문합니다.,kor
26578,G5713107a374w,user,E1678103a9f7i,2021-05-18 17:00:34,아이폰이나 아이패드로 kaltura 접속 불가능한가요??,kor
26580,W5173528a37ax,user,O937074135f2x,2021-05-18 17:26:36,안녕하세요 이수확인 탭을,kor
26603,G2054289a3aba,user,C9594670a974f,2021-05-18 20:55:15,메일 취소 여부..,kor
26613,Ue270316a4a6w,user,Y8854237a8dfo,2021-05-19 14:46:42,"자유정의진리 교과목을 담당하는 김영건입니다. 녹화본 강의를 생성했는데, 학생들은 어디서 녹화본 강의를 수강하나요? 제가 학습자 미리 보기를 통해서 해당 경로를 확인할 수 있을까요? 녹화본이 처음이라서 걱정입니다. 저는 5강 법과 정의에 생성했는데, 보이지 않아서 문의 남깁니다.",kor
26618,M9776491a4bfh,user,B7e99719a2a4n,2021-05-19 16:33:48,여기 3번째 락다운 브라우저랑  zoom 같이 쓰는 시험 안내 메뉴얼이 안나오는것 같아요,kor
26621,Ed085428a4d6t,user,Oa7555284b43w,2021-05-19 18:13:26,"락다운이 이번에 처음인데, 락다운 브라우저라는 걸 깔려면 어떻게 해야할까요?",kor
26625,O8513432a593q,user,X37660083d00e,2021-05-20 07:39:54,블랙보드에서 과제를 제출하려고 하는데 turn it in 과 연동된 과제 제출 화면에서 submit을 눌렀더니 블랙보드 로그인 팝업이 뜨고 로그인을 했더니 이 콘텐츠는 차단되어있다고 뜹니다. 어떻게 문제를 해결할 수 있을까요?,kor
